anime_titles,anime_ids,anime_genres
Castle in the Sky,481,"['adventure', 'drama', 'fantasy', 'science fiction']"
Legend of Crystania - The Motion Picture,482,"['action', 'fantasy']"
Armitage III: Poly-Matrix,483,"['action', 'drama', 'mystery', 'science fiction']"
City Hunter 2,484,"['action', 'comedy', 'mystery']"
Ninja Scroll,485,"['action', 'drama', 'horror', 'magic']"
Obake no Q-Taro,486,[]
Queen Millennia,487,['science fiction']
Slayers - The Motion Picture,488,"['adventure', 'comedy', 'fantasy']"
Bondage Mansion,489,['erotica']
Babel II - Beyond Infinity,490,"['action', 'adventure', 'science fiction', 'supernatural']"
Fancy Lala,491,"['comedy', 'magic', 'slice of life']"
Kimagure Orange Road,492,"['action', 'comedy', 'drama', 'romance', 'slice of life']"
Kimagure Orange Road: The Movie,493,"['drama', 'romance']"
Kikaider-01: The Animation,494,"['action', 'adventure', 'drama', 'science fiction']"
Royal Space Force - The Wings of Honnêamise,495,"['drama', 'science fiction']"
Virtua Fighter,496,"['action', 'comedy']"
Sin: The Movie,497,"['action', 'horror', 'science fiction', 'supernatural']"
Ninku the Movie,498,"['action', 'adventure', 'comedy']"
Mermaid's Scar,499,"['drama', 'horror']"
Monster Rancher,500,"['action', 'adventure', 'comedy', 'fantasy']"
Macross Plus,501,"['action', 'drama', 'science fiction']"
Mamotte Shugogetten,502,"['comedy', 'magic', 'romance']"
Jubei-Chan The Ninja Girl - Secret of the Lovely Eyepatch,503,"['action', 'comedy']"
Here Is Greenwood,504,"['comedy', 'slice of life', 'supernatural']"
Hanaukyo Maid-tai,505,['comedy']
The Abashiri Family,506,"['action', 'comedy']"
Arcadia of My Youth,507,"['adventure', 'drama', 'science fiction']"
Adieu Galaxy Express 999,508,"['adventure', 'drama', 'science fiction']"
Akai Hayate,509,"['adventure', 'fantasy', 'supernatural']"
Amon Saga,510,"['adventure', 'fantasy']"
Angel Cop,511,"['action', 'horror', 'science fiction', 'supernatural']"
Appleseed,512,"['action', 'science fiction']"
Area 88,513,"['action', 'drama', 'romance']"
Ariel,514,"['comedy', 'science fiction']"
Ayane's High Kick,515,"['action', 'comedy', 'tournament']"
Art of Fighting,516,"['action', 'comedy', 'tournament']"
AWOL - Absent WithOut Leave,517,['science fiction']
Bastard!!,519,"['action', 'comedy', 'drama', 'fantasy']"
Battle Arena Toshinden,520,"['action', 'comedy', 'science fiction']"
Battle Royal High School,521,"['action', 'science fiction', 'supernatural', 'tournament']"
Big Wars,522,"['adventure', 'science fiction']"
BioHunter,523,['horror']
Bite Me! - Chameleon,524,['comedy']
Black Jack,525,"['drama', 'horror', 'mystery', 'science fiction', 'supernatural', 'thriller']"
Black Lion,526,"['action', 'adventure', 'science fiction']"
B'tX,527,"['action', 'adventure', 'science fiction']"
Blue Sonnet,528,"['drama', 'science fiction']"
Blood Reign: Curse of the Yoma,529,"['adventure', 'horror', 'supernatural']"
Bounty Dog,530,['science fiction']
Moero! Top Striker,531,['tournament']
Burn Up Excess,532,"['action', 'comedy', 'science fiction']"
Burn Up!,533,['science fiction']
My Neighbor Totoro,534,"['adventure', 'comedy', 'supernatural']"
Dirty Pair Flash 1,535,"['action', 'comedy', 'science fiction']"
Dirty Pair Flash 2,536,"['action', 'comedy', 'science fiction']"
Dirty Pair Flash 3,537,"['action', 'comedy', 'science fiction']"
Assemble Insert,538,"['action', 'comedy', 'science fiction']"
Lil' Red Riding Hood Cha-Cha,539,"['adventure', 'comedy', 'magic', 'romance']"
Shin chan,540,"['comedy', 'slice of life']"
Dominion Tank Police,541,"['action', 'comedy', 'science fiction']"
Dragon Half,542,"['comedy', 'fantasy']"
Girl from Phantasia,543,"['comedy', 'fantasy', 'romance']"
The Five Star Stories,544,"['drama', 'fantasy', 'science fiction']"
Candy Candy,545,"['drama', 'romance']"
City Hunter 3,546,"['action', 'comedy', 'mystery']"
City Hunter '91,547,"['action', 'comedy', 'mystery']"
City Hunter: .357 Magnum,548,"['action', 'comedy']"
City Hunter: Bay City Wars,549,"['action', 'comedy']"
City Hunter: Million Dollar Conspiracy,550,"['action', 'comedy']"
City Hunter: Secret Service,551,"['action', 'comedy', 'drama']"
Magnos The Robot,552,"['action', 'adventure', 'science fiction']"
Luna Varga,553,"['adventure', 'comedy', 'fantasy']"
City Hunter: Death of the Vicious Criminal Ryo Saeba,554,"['action', 'comedy', 'mystery']"
Capricorn,555,"['action', 'adventure', 'comedy', 'fantasy', 'science fiction']"
All Purpose Cultural Cat Girl Nuku Nuku,556,"['action', 'comedy', 'science fiction']"
All Purpose Cultural Cat Girl Nuku Nuku,557,"['action', 'comedy', 'science fiction']"
All Purpose Cultural Cat Girl Nuku Nuku DASH!,558,"['action', 'science fiction']"
Catnapped! The Movie,559,"['adventure', 'comedy', 'fantasy']"
Compiler 2,560,['science fiction']
Crusher Joe: The Movie,561,"['adventure', 'science fiction']"
Crusher Joe: The OVA's,562,"['adventure', 'science fiction']"
Crystal Triangle,563,['adventure']
Cutey Honey,564,"['action', 'adventure', 'comedy', 'magic', 'science fiction']"
Cutey Honey Flash,565,"['adventure', 'comedy', 'magic', 'romance']"
New Cutey Honey,566,"['action', 'comedy', 'magic', 'science fiction']"
Cyber City Oedo 808,567,"['adventure', 'science fiction']"
Cybernetics Guardian,568,"['science fiction', 'supernatural']"
The Dagger of Kamui,569,"['action', 'adventure', 'drama', 'fantasy']"
Dancougar - Super Beast Machine God,570,"['action', 'science fiction']"
Dangaioh,571,"['action', 'science fiction']"
Great Dangaioh,572,"['action', 'adventure', 'comedy', 'science fiction']"
The Dark Myth,573,"['drama', 'horror', 'mystery', 'psychological', 'supernatural']"
Dark Warrior,574,"['adventure', 'science fiction']"
Delinquent in Drag,575,"['action', 'comedy']"
Demon City Shinjuku,576,"['action', 'horror', 'supernatural']"
Devilman,577,"['action', 'horror', 'science fiction', 'supernatural']"
Devilman,578,"['action', 'adventure', 'horror', 'supernatural']"
Devil Lady,579,"['adventure', 'drama', 'horror', 'supernatural']"
The Dog of Flanders,580,['drama']
Dog Soldier: Shadows of the Past,581,"['adventure', 'drama']"
Sakura Wars,582,"['action', 'drama', 'science fiction']"
Dragon Slayer,583,"['adventure', 'fantasy']"
Dragoon,584,"['adventure', 'fantasy']"
Dirty Pair: Project Eden,585,"['action', 'science fiction']"
Dragon Knight,586,"['erotica', 'fantasy']"
Dirty Pair OAV 1,587,"['comedy', 'science fiction']"
Dirty Pair OAV 2,588,"['comedy', 'science fiction']"
Dirty Pair OAV 3,589,"['comedy', 'science fiction']"
Dirty Pair OAV 4,590,"['comedy', 'science fiction']"
Dirty Pair OAV 5,591,"['comedy', 'science fiction']"
Dirty Pair: Affair on Nolandia,592,"['adventure', 'mystery', 'science fiction']"
Dirty Pair: From Lovely Angels with Love,593,"['adventure', 'science fiction']"
Dirty Pair: Flight 005 Conspiracy,594,"['action', 'science fiction']"
Kiki's Delivery Service,595,"['adventure', 'drama', 'magic']"
Vampire Wars,596,['supernatural']
Mobile Suit Gundam: Char's Counterattack,597,"['action', 'drama', 'science fiction']"
El Hazard: The Alternative World,598,"['adventure', 'comedy', 'fantasy', 'romance']"
El Hazard 2 - The Magnificent World,599,"['adventure', 'comedy', 'fantasy']"
Petite Princess Yucie,600,"['adventure', 'comedy', 'fantasy']"
Vandread: The Second Stage,601,"['adventure', 'comedy', 'drama', 'science fiction']"
Arjuna,602,"['adventure', 'drama', 'magic', 'psychological', 'science fiction']"
Hyper Police,603,"['action', 'comedy', 'fantasy', 'science fiction']"
Stray Sheep,604,"['adventure', 'comedy']"
.hack//SIGN,605,"['action', 'adventure', 'drama', 'fantasy', 'mystery', 'science fiction']"
You're Under Arrest,606,"['action', 'comedy', 'slice of life']"
Yu Yu Hakusho: The Movie,607,"['action', 'comedy', 'drama', 'supernatural']"
X OAV,608,"['drama', 'psychological', 'supernatural']"
Beast City,609,"['comedy', 'erotica', 'horror']"
Night Shift Nurses,610,"['erotica', 'psychological']"
Captain Kuppa,611,"['action', 'adventure', 'science fiction']"
Space Adventure Cobra,612,"['adventure', 'science fiction']"
Final Fantasy: Legend of the Crystals,613,"['adventure', 'comedy', 'fantasy', 'romance', 'science fiction', 'supernatural']"
Battle Angel,614,"['action', 'drama', 'science fiction']"
Iria - Zeiram the Animation,615,"['action', 'science fiction', 'thriller']"
Dragon Ball GT,616,"['action', 'comedy', 'science fiction']"
Super Atragon,617,"['action', 'science fiction']"
Nadia - The Secret of Blue Water: The Motion Picture,618,"['action', 'science fiction']"
Touch,619,"['drama', 'romance', 'tournament']"
You're Under Arrest,620,"['action', 'comedy']"
You're Under Arrest Second Season,621,"['action', 'comedy']"
You're Under Arrest: The Motion Picture,622,['action']
You're Under Arrest Specials,623,"['action', 'comedy']"
Gravitation,624,"['comedy', 'drama', 'psychological', 'romance']"
Gravitation: Lyrics of Love,625,"['comedy', 'erotica', 'romance']"
Wonder Three,626,"['action', 'adventure', 'comedy', 'science fiction']"
Kimba the White Lion,627,['adventure']
The Fantastic Adventures of Unico,628,"['adventure', 'magic']"
Unico in the Island of Magic,629,"['adventure', 'magic']"
Unico: Short Story,630,['drama']
Alakazam the Great,631,"['adventure', 'fantasy']"
Elf Princess Rane,632,"['comedy', 'magic']"
Ellcia,633,"['adventure', 'fantasy']"
Ehrgeiz,634,"['action', 'science fiction']"
Explorer Woman Ray,635,['adventure']
Miss Machiko,636,['comedy']
Fire Emblem,637,"['adventure', 'fantasy']"
Fight!! Spirit of the Sword,638,"['action', 'fantasy', 'supernatural']"
Final Fantasy: Unlimited,639,"['adventure', 'fantasy', 'science fiction']"
Golgo 13: The Professional,640,"['action', 'drama']"
Lupin III: The Fuma Conspiracy,641,"['adventure', 'comedy', 'science fiction']"
Lupin III: The Legend of the Gold of Babylon,642,"['action', 'adventure', 'comedy', 'science fiction']"
Samurai Shodown: The Motion Picture,643,"['action', 'adventure']"
Street Fighter II V,644,"['action', 'adventure', 'drama', 'mystery']"
Tekken: The Motion Picture,645,"['action', 'science fiction']"
Urusei Yatsura: Beautiful Dreamer,647,"['comedy', 'drama', 'psychological', 'romance']"
Urusei Yatsura: Only You,648,"['action', 'comedy', 'drama', 'romance', 'science fiction']"
Urusei Yatsura: Remember My Love,649,"['action', 'comedy', 'drama', 'romance', 'science fiction']"
Urusei Yatsura: Lum The Forever,650,"['action', 'drama', 'romance']"
Urusei Yatsura: The Final Chapter,651,"['action', 'comedy', 'science fiction']"
Urusei Yatsura: Always My Darling,652,"['action', 'comedy', 'romance']"
Urusei Yatsura OVA Series,653,"['action', 'comedy', 'science fiction']"
Vampire Hunter D,654,"['action', 'drama', 'horror', 'science fiction', 'supernatural']"
The White Snake,655,['fantasy']
Photon: The Idiot Adventures,656,"['adventure', 'comedy', 'drama', 'romance', 'science fiction']"
The Slayers,657,"['adventure', 'comedy', 'fantasy']"
The Slayers Try,658,"['adventure', 'comedy', 'fantasy']"
Slam Dunk,659,"['comedy', 'tournament']"
Patlabor WXIII,660,"['action', 'horror', 'mystery', 'science fiction']"
Boys Be...,661,"['romance', 'slice of life']"
Flame of Recca,662,"['action', 'comedy', 'fantasy', 'romance', 'tournament']"
Tenchi Forever!: The Movie,663,"['adventure', 'drama', 'fantasy', 'romance', 'science fiction']"
Tenchi The Movie 2 - The Daughter of Darkness,664,"['action', 'comedy', 'drama', 'science fiction']"
8 Man,665,"['action', 'drama', 'science fiction']"
Galaxy Fraulein Yuna,666,['comedy']
Genesis Surviver Gaiarth,667,"['adventure', 'fantasy', 'science fiction']"
Geobreeders,668,"['action', 'comedy', 'supernatural']"
Giant Robo,669,"['action', 'drama', 'science fiction']"
GoShogun: The Time Étranger,670,"['adventure', 'psychological', 'science fiction']"
Grappler Baki: The Ultimate Fighter,671,['tournament']
Green Legend Ran,672,"['adventure', 'drama', 'science fiction']"
Grey: Digital Target,673,"['fantasy', 'science fiction']"
Gude Crest - The Emblem of Gude,674,"['adventure', 'fantasy']"
The Guyver: Bio-Booster Armor,675,"['action', 'adventure', 'drama', 'horror', 'science fiction']"
Guyver: Out of Control,676,"['action', 'horror', 'science fiction']"
Hanappe Bazooka,677,['action']
Harmagedon,678,"['action', 'science fiction']"
New Hurricane Polymar,679,"['adventure', 'science fiction']"
Hurricane Polymar,680,"['action', 'adventure', 'science fiction']"
Hyper Doll,681,"['action', 'comedy', 'science fiction']"
Iczer Reborn,682,"['action', 'science fiction']"
Iczelion,683,"['adventure', 'science fiction']"
Fight! Iczer-One,684,"['action', 'science fiction']"
Mamimume Mogacho,685,[]
Judge,686,"['horror', 'supernatural']"
Junk Boy,687,"['comedy', 'romance']"
Kekko Kamen,688,"['action', 'comedy']"
Ki*Me*Ra,689,"['horror', 'science fiction', 'supernatural']"
Legend of Lemnear,690,"['action', 'fantasy']"
Mad Bull 34,691,"['action', 'comedy']"
Metal Skin Panic MADOX-01,692,"['action', 'comedy', 'science fiction']"
MAPS,693,"['adventure', 'drama', 'science fiction']"
MAPS,694,"['adventure', 'science fiction']"
Master of Mosquiton '99,695,"['adventure', 'comedy', 'supernatural']"
Megami Paradise,696,"['adventure', 'fantasy']"
My Dear Marie,697,"['comedy', 'romance', 'science fiction']"
Mighty Space Miners,698,['science fiction']
Moldiver,699,"['action', 'comedy', 'magic', 'science fiction']"
Amazing Nurse Nanako,700,"['comedy', 'science fiction']"
Nanako SOS,701,"['comedy', 'science fiction']"
New Dominion Tank Police,702,"['action', 'comedy', 'science fiction']"
Manga Doshite Monogatari,703,[]
Odin - Starlight Mutiny,704,"['adventure', 'drama', 'science fiction']"
Ogre Slayer,705,"['action', 'drama', 'horror', 'psychological']"
One Pound Gospel,706,"['comedy', 'drama', 'romance']"
Orguss 02,707,"['adventure', 'science fiction']"
The Super Dimension Century Orguss,708,"['action', 'adventure', 'fantasy', 'romance', 'science fiction']"
.hack//Liminality,709,"['adventure', 'drama', 'mystery', 'science fiction']"
Spirit Warrior,710,"['adventure', 'fantasy', 'horror']"
Spirit Warrior,711,"['adventure', 'horror', 'supernatural']"
Pet Shop of Horrors,712,"['horror', 'mystery', 'supernatural']"
Yu Yu Hakusho The Movie: Poltergeist Report,713,"['action', 'supernatural']"
Power Dolls,714,"['adventure', 'science fiction']"
Princess Minerva,715,"['adventure', 'comedy']"
Princess Rouge,716,['romance']
Project A-Ko 2: Plot of the Daitokuji Financial Group,717,"['action', 'comedy', 'science fiction']"
Project A-ko 3: Cinderella Rhapsody,718,"['action', 'comedy', 'science fiction']"
Project A-Ko 4: Final,719,"['action', 'comedy', 'science fiction']"
Project A-Ko: Uncivil Wars,720,"['action', 'comedy', 'science fiction']"
Psychic Wars,721,[]
Psycho Diver: Soul Siren,722,"['horror', 'psychological', 'science fiction']"
Rail of the Star - A True Story of Children and War,723,['drama']
Roots Search,724,"['horror', 'science fiction']"
Ruin Explorers - Fam & Ihrie,725,"['adventure', 'comedy', 'fantasy']"
Run=Dim,726,"['adventure', 'science fiction']"
Ultimate Teacher,727,"['action', 'comedy', 'supernatural']"
Shadow Skill 2,728,"['action', 'adventure', 'fantasy']"
Shadow Skill,729,"['action', 'adventure', 'fantasy']"
Shamanic Princess,730,"['action', 'fantasy', 'romance']"
Shōnan Bakusōzoku,731,"['action', 'comedy', 'slice of life']"
Shuten Doji-The Star Hand Kid,732,"['action', 'horror', 'supernatural']"
Silent Service,733,"['action', 'drama']"
Silent Service,734,['drama']
Manga Furusato Mukashi Banashi,735,[]
Slayers: The Book of Spells,736,"['adventure', 'comedy', 'fantasy']"
Slayers Excellent,737,"['adventure', 'comedy', 'fantasy']"
Slayers Return,738,"['adventure', 'comedy', 'fantasy']"
Slayers Great,739,"['action', 'comedy', 'fantasy']"
Slayers Gorgeous,740,"['adventure', 'comedy', 'fantasy']"
Sol Bianca,741,"['adventure', 'science fiction']"
Sol Bianca: The Legacy,742,"['adventure', 'science fiction']"
Sonic Soldier Borgman: Last Battle,743,"['action', 'adventure', 'science fiction']"
Sonic Soldier Borgman: Lover's Rain,744,"['action', 'adventure', 'science fiction']"
Sonic Soldier Borgman 2 - A New Century 2058,745,[]
Sonic Soldier Borgman,746,"['action', 'adventure', 'science fiction']"
Space Warrior Baldios,747,"['action', 'adventure', 'drama', 'science fiction']"
Space Warrior Baldios,748,"['action', 'adventure', 'drama', 'science fiction']"
Sprite: Between Two Worlds,749,"['drama', 'romance']"
Suikoden Demon Century,750,"['adventure', 'fantasy']"
Sukeban Deka,751,"['action', 'drama']"
Guardian of Darkness,752,"['drama', 'horror', 'science fiction', 'supernatural']"
Tattoon Master,753,"['adventure', 'comedy', 'romance', 'slice of life', 'supernatural']"
"Tekkaman, the Space Knight",754,"['action', 'adventure', 'science fiction']"
Tekkaman Blade,755,"['action', 'adventure', 'drama', 'romance', 'science fiction']"
Tekkaman Blade II,756,"['adventure', 'drama', 'science fiction']"
The Cockpit,757,['drama']
The Heroic Legend of Arslan,758,"['adventure', 'fantasy']"
The Humanoid,759,"['drama', 'science fiction']"
They Were 11,760,"['mystery', 'science fiction', 'thriller']"
Tokyo Babylon,761,"['drama', 'horror', 'mystery', 'psychological', 'supernatural']"
Tokyo Babylon 2,762,"['drama', 'mystery', 'psychological', 'supernatural', 'thriller']"
